metric_item_label,geo_label_citystate,geo_label_state,year,year1,value,race,gender,race_gender,race_gender1,metric_cat_label,metric_subcat_label,metric_item_label_subtitle,metric_cat_item_yaxis_label,geo_label_proxy_or_real,geo_label_proxy_footnote,geo_fips_desc,date_label_proxy_or_real,value_ci_flag_yesno,value_95_ci_low,value_95_ci_high
All Cancer Deaths,"Phoenix, AZ",AZ,2022,2022,106.7202571,Asian/PI,Both,,Asian/PI Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,87.51878807,129.2098923
All Cancer Deaths,"Phoenix, AZ",AZ,2013,2013,150.1780589,Hispanic,Male,Hispanic Male,Hispanic Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,134.2791364,167.8498232
All Cancer Deaths,"Austin, TX",TX,2016,2016,156.8914735,All,Male,,All Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,147.9255341,166.3150095
All Cancer Deaths,"Long Beach, CA",CA,2013,2013,134.120176,Hispanic,Male,Hispanic Male,Hispanic Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,113.2381125,158.2311944
All Cancer Deaths,"Long Beach, CA",CA,2022,2022,105.8122619,Asian/PI,Both,,Asian/PI Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,90.32469156,124.010206
All Cancer Deaths,"Oakland, CA",CA,2013,2013,161.0075508,Hispanic,Male,Hispanic Male,Hispanic Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,124.7024568,206.5850014
All Cancer Deaths,"San Diego, CA",CA,2022,2022,143.1396557,White,Both,,White Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,137.2390852,149.3562248
All Cancer Deaths,"San Francisco, CA",CA,2013,2013,174.961835,Hispanic,Male,Hispanic Male,Hispanic Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,148.7086977,205.2424328
All Cancer Deaths,"Oakland, CA",CA,2022,2022,123.6394681,Asian/PI,Both,,Asian/PI Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,108.7323476,140.9149822
All Cancer Deaths,"Denver, CO",CO,2013,2013,194.4026189,Hispanic,Male,Hispanic Male,Hispanic Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,169.847594,222.0482629
All Cancer Deaths,"San Jose, CA",CA,2017,2017,107.4672617,All,Female,,All Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,102.5607121,112.5724506
All Cancer Deaths,"Chicago, IL",IL,2013,2013,137.4496179,Hispanic,Male,Hispanic Male,Hispanic Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,127.3845054,148.1763334
All Cancer Deaths,"San Francisco, CA",CA,2022,2022,100.907816,Asian/PI,Both,,Asian/PI Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,94.38046646,107.8556678
All Cancer Deaths,"Boston, MA",MA,2013,2013,125.3258802,Hispanic,Male,Hispanic Male,Hispanic Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,100.6985959,155.6212359
All Cancer Deaths,"San Jose, CA",CA,2022,2022,141.6526913,White,Both,,White Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,133.1673792,150.6710899
All Cancer Deaths,"Kansas City, MO",MO,2013,2013,222.5261949,Hispanic,Male,Hispanic Male,Hispanic Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,90.51992021,510.2099962
All Cancer Deaths,"Denver, CO",CO,2022,2022,107.9850564,Asian/PI,Both,,Asian/PI Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,78.37941615,146.7224243
All Cancer Deaths,"Charlotte, NC",NC,2013,2013,69.90870144,Hispanic,Male,Hispanic Male,Hispanic Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,46.61884071,103.5584424
All Cancer Deaths,"Denver, CO",CO,2021,2021,144.8546019,All,Male,,All Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,136.7960406,153.2940792
All Cancer Deaths,"Columbus, OH",OH,2013,2013,95.19116453,Hispanic,Male,Hispanic Male,Hispanic Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,42.10337774,191.8402784
All Cancer Deaths,"Chicago, IL",IL,2022,2022,88.36046416,Asian/PI,Both,,Asian/PI Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,79.48949555,98.10612067
All Cancer Deaths,"Portland, OR",OR,2013,2013,189.6113577,Hispanic,Male,Hispanic Male,Hispanic Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,118.32606,296.7408778
All Cancer Deaths,"Washington, DC",DC,2022,2022,91.84886566,White,Both,,White Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,83.13848552,101.3283696
All Cancer Deaths,"Austin, TX",TX,2013,2013,134.6289844,Hispanic,Male,Hispanic Male,Hispanic Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,115.4297384,156.6177708
All Cancer Deaths,"Baltimore, MD",MD,2022,2022,100.8092312,Asian/PI,Both,,Asian/PI Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,63.33589455,154.3837338
All Cancer Deaths,"El Paso, TX",TX,2013,2013,188.8971926,Hispanic,Male,Hispanic Male,Hispanic Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,177.7255407,200.6284237
All Cancer Deaths,"Washington, DC",DC,2017,2017,138.0647753,All,Female,,All Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,131.2445907,145.2247903
All Cancer Deaths,"Houston, TX",TX,2013,2013,204.6665527,Hispanic,Male,Hispanic Male,Hispanic Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,188.831169,221.8597552
All Cancer Deaths,"Minneapolis, MN",MN,2022,2022,161.4080748,Asian/PI,Both,,Asian/PI Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,107.8240378,235.4883185
All Cancer Deaths,"Seattle, WA",WA,2013,2013,140.4666666,Hispanic,Male,Hispanic Male,Hispanic Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,90.65119159,213.7515249
All Cancer Deaths,"Indianapolis, IN",IN,2022,2022,183.7878516,White,Both,,White Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,175.9637352,191.9673028
All Cancer Deaths,"Las Vegas, NV",NV,2013,2013,118.5561751,Hispanic,Male,Hispanic Male,Hispanic Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",proxy,County level data were used,place,real,yes,106.0162188,132.4808608
All Cancer Deaths,"New York City, NY",NY,2022,2022,90.17489257,Asian/PI,Both,,Asian/PI Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,86.73803601,93.74332856
All Cancer Deaths,"Tucson, AZ",AZ,2014,2014,197.3574683,Hispanic,Male,Hispanic Male,Hispanic Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,177.5671534,218.9642768
All Cancer Deaths,"New York City, NY",NY,2014,2014,169.7905269,All,Male,,All Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,167.3053117,172.305191
All Cancer Deaths,"Los Angeles, CA",CA,2014,2014,149.4361328,Hispanic,Male,Hispanic Male,Hispanic Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,142.2815519,156.8892907
All Cancer Deaths,"Cleveland, OH",OH,2022,2022,228.0002447,Asian/PI,Both,,Asian/PI Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,127.3667669,385.4460598
All Cancer Deaths,"San Diego, CA",CA,2014,2014,144.4499495,Hispanic,Male,Hispanic Male,Hispanic Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,130.0157781,160.2303301
All Cancer Deaths,"Boston, MA",MA,2022,2022,139.1445432,White,Both,,White Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,129.6118965,149.2939278
All Cancer Deaths,"San Jose, CA",CA,2014,2014,146.3159599,Hispanic,Male,Hispanic Male,Hispanic Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,130.4116089,163.7774345
All Cancer Deaths,"Oklahoma City, OK",OK,2022,2022,139.5813361,Asian/PI,Both,,Asian/PI Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,102.9274806,186.0656964
All Cancer Deaths,"Washington, DC",DC,2014,2014,100.662204,Hispanic,Male,Hispanic Male,Hispanic Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,64.49532997,169.4189927
All Cancer Deaths,"Indianapolis, IN",IN,2017,2017,161.7707187,All,Female,,All Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,155.1191892,168.6689837
All Cancer Deaths,"Indianapolis, IN",IN,2014,2014,100.1841085,Hispanic,Male,Hispanic Male,Hispanic Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,59.98712577,162.3236889
All Cancer Deaths,"Philadelphia, PA",PA,2022,2022,104.3433158,Asian/PI,Both,,Asian/PI Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,90.20181192,120.5800214
All Cancer Deaths,"Detroit, MI",MI,2014,2014,124.1271909,Hispanic,Male,Hispanic Male,Hispanic Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,82.46232988,183.0339397
All Cancer Deaths,"Minneapolis, MN",MN,2022,2022,136.0241808,White,Both,,White Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,125.9593835,146.7351592
All Cancer Deaths,"Charlotte, NC",NC,2014,2014,82.76141357,Hispanic,Male,Hispanic Male,Hispanic Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,53.61777146,130.3400079
All Cancer Deaths,"Dallas, TX",TX,2022,2022,78.99317785,Asian/PI,Both,,Asian/PI Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,60.61884833,101.4879915
All Cancer Deaths,"Columbus, OH",OH,2014,2014,77.27887488,Hispanic,Male,Hispanic Male,Hispanic Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,35.86674587,150.410537
All Cancer Deaths,"Chicago, IL",IL,2021,2021,161.5027694,All,Male,,All Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,157.2947476,165.8034762
All Cancer Deaths,"Portland, OR",OR,2014,2014,209.0760022,Hispanic,Male,Hispanic Male,Hispanic Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,134.1813434,317.5918366
All Cancer Deaths,"Houston, TX",TX,2022,2022,115.7830132,Asian/PI,Both,,Asian/PI Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,104.6348217,128.1354198
All Cancer Deaths,"Austin, TX",TX,2014,2014,129.3419707,Hispanic,Male,Hispanic Male,Hispanic Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,111.1371473,150.201842
All Cancer Deaths,"New York City, NY",NY,2022,2022,112.0656075,White,Both,,White Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,109.6751582,114.5134979
All Cancer Deaths,"El Paso, TX",TX,2014,2014,182.0606265,Hispanic,Male,Hispanic Male,Hispanic Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,171.2938739,193.3587423
All Cancer Deaths,"Seattle, WA",WA,2022,2022,109.9027186,Asian/PI,Both,,Asian/PI Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,97.18574683,124.0059004
All Cancer Deaths,"Houston, TX",TX,2014,2014,195.7156603,Hispanic,Male,Hispanic Male,Hispanic Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,181.4744031,211.0869532
All Cancer Deaths,"Boston, MA",MA,2017,2017,123.6739661,All,Female,,All Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,117.0526736,130.660441
All Cancer Deaths,"Seattle, WA",WA,2014,2014,113.4021874,Hispanic,Male,Hispanic Male,Hispanic Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,71.39905811,174.3268608
All Cancer Deaths,"Phoenix, AZ",AZ,2010,2010,128.7630427,White,Female,White Female,White Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,121.2594059,136.721445
All Cancer Deaths,"Las Vegas, NV",NV,2014,2014,119.1164727,Hispanic,Male,Hispanic Male,Hispanic Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",proxy,County level data were used,place,real,yes,106.9075822,132.6499858
All Cancer Deaths,"Cleveland, OH",OH,2022,2022,183.4100949,White,Both,,White Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,168.7968958,199.1832635
All Cancer Deaths,"Tucson, AZ",AZ,2015,2015,203.7806914,Hispanic,Male,Hispanic Male,Hispanic Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,183.9632563,225.3799663
All Cancer Deaths,"Los Angeles, CA",CA,2010,2010,141.4848465,White,Female,White Female,White Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,135.659948,147.6024784
All Cancer Deaths,"Los Angeles, CA",CA,2015,2015,149.3777475,Hispanic,Male,Hispanic Male,Hispanic Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,142.4511509,156.5853987
All Cancer Deaths,"El Paso, TX",TX,2016,2016,177.2444049,All,Male,,All Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,168.2576343,186.6137664
All Cancer Deaths,"San Diego, CA",CA,2015,2015,150.2829879,Hispanic,Male,Hispanic Male,Hispanic Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,135.53702,166.364941
All Cancer Deaths,"San Diego, CA",CA,2010,2010,146.4463078,White,Female,White Female,White Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,137.795229,155.7658716
All Cancer Deaths,"San Jose, CA",CA,2015,2015,140.2545829,Hispanic,Male,Hispanic Male,Hispanic Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,125.0690882,156.9439038
All Cancer Deaths,"Oklahoma City, OK",OK,2022,2022,135.1129269,White,Both,,White Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,127.7306238,142.9057017
All Cancer Deaths,"Washington, DC",DC,2015,2015,128.1951759,Hispanic,Male,Hispanic Male,Hispanic Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,77.91482056,212.7356666
All Cancer Deaths,"San Jose, CA",CA,2010,2010,151.3342215,White,Female,White Female,White Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,139.4023968,164.4128496
All Cancer Deaths,"Indianapolis, IN",IN,2015,2015,85.77080497,Hispanic,Male,Hispanic Male,Hispanic Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,50.60712891,142.3252931
All Cancer Deaths,"Minneapolis, MN",MN,2017,2017,132.8118659,All,Female,,All Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,122.9866943,143.2925741
All Cancer Deaths,"Detroit, MI",MI,2015,2015,141.1069529,Hispanic,Male,Hispanic Male,Hispanic Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,94.30766337,206.7197851
All Cancer Deaths,"Washington, DC",DC,2010,2010,118.3162551,White,Female,White Female,White Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,102.5776256,135.9999885
All Cancer Deaths,"New York City, NY",NY,2015,2015,143.6811765,Hispanic,Male,Hispanic Male,Hispanic Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,138.6705284,148.8454381
All Cancer Deaths,"Philadelphia, PA",PA,2022,2022,158.4217683,White,Both,,White Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,151.8020634,165.4012043
All Cancer Deaths,"Cleveland, OH",OH,2015,2015,186.9734773,Hispanic,Male,Hispanic Male,Hispanic Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,132.9012075,258.5367004
All Cancer Deaths,"Boston, MA",MA,2010,2010,153.0425736,White,Female,White Female,White Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,139.5353196,167.6985642
All Cancer Deaths,"Oklahoma City, OK",OK,2015,2015,135.908749,Hispanic,Male,Hispanic Male,Hispanic Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,87.23431103,214.5406665
All Cancer Deaths,"Baltimore, MD",MD,2021,2021,212.7480893,All,Male,,All Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,202.3799411,223.5681318
All Cancer Deaths,"Philadelphia, PA",PA,2015,2015,148.5065424,Hispanic,Male,Hispanic Male,Hispanic Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,126.8110311,174.0743095
All Cancer Deaths,"Kansas City, MO",MO,2010,2010,166.1704508,White,Female,White Female,White Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,151.9251348,181.6847495
All Cancer Deaths,"Austin, TX",TX,2015,2015,120.2451659,Hispanic,Male,Hispanic Male,Hispanic Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,103.3646221,139.5408152
All Cancer Deaths,"Austin, TX",TX,2022,2022,138.2920442,White,Both,,White Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,130.6963057,146.3386749
All Cancer Deaths,"El Paso, TX",TX,2015,2015,176.8189149,Hispanic,Male,Hispanic Male,Hispanic Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,166.3397437,187.8227682
All Cancer Deaths,"Charlotte, NC",NC,2010,2010,131.4703358,White,Female,White Female,White Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,120.6290552,143.2906709
All Cancer Deaths,"Houston, TX",TX,2015,2015,185.9468972,Hispanic,Male,Hispanic Male,Hispanic Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,172.8557808,200.016743
All Cancer Deaths,"New York City, NY",NY,2017,2017,115.6843665,All,Female,,All Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,114.0278054,117.363406
All Cancer Deaths,"Seattle, WA",WA,2015,2015,135.9791681,Hispanic,Male,Hispanic Male,Hispanic Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,76.74059927,240.8789431
All Cancer Deaths,"Oklahoma City, OK",OK,2010,2010,128.6526056,White,Female,White Female,White Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,118.4937546,139.6641019
All Cancer Deaths,"Las Vegas, NV",NV,2015,2015,116.2418934,Hispanic,Male,Hispanic Male,Hispanic Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",proxy,County level data were used,place,real,yes,104.5920803,129.2166952
All Cancer Deaths,"El Paso, TX",TX,2022,2022,169.6490376,White,Both,,White Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,153.3792453,187.9626568
All Cancer Deaths,"Tucson, AZ",AZ,2016,2016,194.6869342,Hispanic,Male,Hispanic Male,Hispanic Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,175.653587,215.4596916
All Cancer Deaths,"Austin, TX",TX,2010,2010,136.9851695,White,Female,White Female,White Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,125.5482638,149.5451661
All Cancer Deaths,"Los Angeles, CA",CA,2016,2016,148.4508195,Hispanic,Male,Hispanic Male,Hispanic Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,141.7719243,155.3913202
All Cancer Deaths,"Boston, MA",MA,2020,2020,142.7883327,Black,Both,,Black Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,132.5640308,153.6593557
All Cancer Deaths,"San Diego, CA",CA,2016,2016,144.6135316,Hispanic,Male,Hispanic Male,Hispanic Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,130.9858754,159.3828832
All Cancer Deaths,"El Paso, TX",TX,2010,2010,166.1897803,White,Female,White Female,White Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,145.1437938,190.51085
All Cancer Deaths,"San Jose, CA",CA,2016,2016,142.5909013,Hispanic,Male,Hispanic Male,Hispanic Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,127.2957446,159.3905313
All Cancer Deaths,"Houston, TX",TX,2022,2022,148.9256005,White,Both,,White Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,142.9578845,155.1975702
All Cancer Deaths,"Washington, DC",DC,2016,2016,127.0575767,Hispanic,Male,Hispanic Male,Hispanic Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,85.80118906,184.8009252
All Cancer Deaths,"Houston, TX",TX,2010,2010,153.2792658,White,Female,White Female,White Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,144.7829972,162.426891
All Cancer Deaths,"Indianapolis, IN",IN,2016,2016,119.0485495,Hispanic,Male,Hispanic Male,Hispanic Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,70.8959136,197.9531353
All Cancer Deaths,"Cleveland, OH",OH,2017,2017,176.0664477,All,Female,,All Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,166.4273115,186.2483409
All Cancer Deaths,"Detroit, MI",MI,2016,2016,153.0894327,Hispanic,Male,Hispanic Male,Hispanic Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,106.3254543,217.2185631
